timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3,thermistor
1729319905.8914750,,,,,,,-0.36968994,0.046142578,0.93029785,,,,,,,
1729319905.8915961,783.69965,785.7143,797.3993,807.47253,nan,nan,,,,,,,,,,
1729319905.8954980,803.0403,786.52014,790.14655,809.0842,nan,nan,,,,,,,,,,
1729319905.8994002,807.0696,787.72894,792.5641,813.1135,nan,nan,,,,,,,,,,
1729319905.8995087,,,,,,,,,,,,,nan,263446370.0,nan,
1729319905.9033022,798.20514,787.72894,791.3553,812.3077,nan,nan,,,,,,,,,,
1729319905.9072042,782.49084,788.5348,784.5055,809.0842,nan,nan,,,,,,,,,,
1729319905.9099977,,,,,,,-0.36914062,0.048706055,0.93481445,,,,,,,
1729319905.9101944,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319905.9111061,780.87915,792.5641,791.3553,813.91943,nan,nan,,,,,,,,,,
1729319905.9150081,800.6227,794.9817,800.2198,812.71063,nan,nan,,,,,,,,,,
1729319905.9151189,,,,,,,,,,,,,nan,263464100.0,nan,
1729319905.9189100,806.26373,794.57874,802.23444,811.9048,nan,nan,,,,,,,,,,
1729319905.9228122,802.23444,793.36993,795.78754,809.89014,nan,nan,,,,,,,,,,
1729319905.9267142,791.3553,793.7729,792.1612,805.4579,nan,nan,,,,,,,,,,
1729319905.9285204,,,,,,,-0.37231445,0.04888916,0.93096924,,,,,,,
1729319905.9306161,785.31134,798.20514,804.65204,806.6667,nan,nan,,,,,,,,,,
1729319905.9307292,,,,,,,,,,,,,nan,263449600.0,nan,
1729319905.9345181,796.5934,799.81683,813.5165,809.4872,nan,nan,,,,,,,,,,
1729319905.9384201,801.4286,798.20514,809.89014,811.9048,nan,nan,,,,,,,,,,
1729319905.9423220,798.60803,796.99634,803.0403,813.1135,nan,nan,,,,,,,,,,
1729319905.9452047,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319905.9462242,780.87915,787.72894,797.3993,809.0842,nan,nan,,,,,,,,,,
1729319905.9463394,,,,,,,,,,,,,nan,263428640.0,nan,
1729319905.9470429,,,,,,,-0.37145996,0.043945312,0.93011475,,,,,,,
1729319905.9501262,767.5824,782.49084,792.96704,796.1905,nan,nan,,,,,,,,,,
1729319905.9529221,,,,,,,,,,,,,,,,-8.06925
1729319905.9540281,782.49084,782.8938,788.5348,793.7729,nan,nan,,,,,,,,,,
1729319905.9579301,794.57874,787.326,787.326,801.02563,nan,nan,,,,,,,,,,
1729319905.9618320,795.78754,792.5641,787.326,801.4286,nan,nan,,,,,,,,,,
1729319905.9619493,,,,,,,,,,,,,nan,263427840.0,nan,
1729319905.9655657,,,,,,,-0.371521,0.042907715,0.9263916,,,,,,,
1729319905.9657342,790.14655,784.10254,789.34064,799.011,nan,nan,,,,,,,,,,
1729319905.9696362,785.31134,787.326,791.75824,796.1905,nan,nan,,,,,,,,,,
1729319905.9735382,800.2198,794.57874,792.96704,801.02563,nan,nan,,,,,,,,,,
1729319905.9774401,799.41394,784.90845,785.7143,805.05493,nan,nan,,,,,,,,,,
1729319905.9775596,,,,,,,,,,,,,nan,263418980.0,nan,
1729319905.9802148,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319905.9813421,791.75824,785.31134,783.69965,802.6374,nan,nan,,,,,,,,,,
1729319905.9840884,,,,,,,-0.3708496,0.04034424,0.9273071,,,,,,,
1729319905.9852440,792.1612,794.9817,793.36993,803.0403,nan,nan,,,,,,,,,,
1729319905.9891462,783.2967,799.011,796.5934,799.81683,nan,nan,,,,,,,,,,
1729319905.9930482,790.54944,794.17584,790.54944,800.6227,nan,nan,,,,,,,,,,
1729319905.9931698,,,,,,,,,,,,,nan,263435090.0,nan,
1729319905.9969501,794.17584,785.31134,784.5055,796.5934,nan,nan,,,,,,,,,,
1729319906.0008521,788.1319,787.326,784.5055,791.3553,nan,nan,,,,,,,,,,
1729319906.0026112,,,,,,,-0.3694458,0.039733887,0.92492676,,,,,,,
1729319906.0047541,780.87915,787.326,782.8938,787.72894,nan,nan,,,,,,,,,,
1729319906.0086560,767.5824,780.07324,778.86444,780.87915,nan,nan,,,,,,,,,,
1729319906.0087800,,,,,,,,,,,,,nan,263412530.0,nan,
1729319906.0125582,778.86444,781.685,777.25275,790.9524,nan,nan,,,,,,,,,,
1729319906.0152252,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.0164602,788.1319,782.0879,770.40295,794.9817,nan,nan,,,,,,,,,,
1729319906.0182295,,,,,,,,,,,,,,,,-7.9207253
1729319906.0203621,781.685,778.86444,765.56775,778.46155,nan,nan,,,,,,,,,,
1729319906.0211337,,,,,,,-0.36889648,0.046691895,0.93078613,,,,,,,
1729319906.0242641,780.4762,782.0879,774.0293,784.10254,nan,nan,,,,,,,,,,
1729319906.0243902,,,,,,,,,,,,,nan,263427840.0,nan,
1729319906.0281661,777.25275,784.90845,785.31134,791.3553,nan,nan,,,,,,,,,,
1729319906.0320683,788.93774,786.1172,785.31134,793.7729,nan,nan,,,,,,,,,,
1729319906.0359702,805.05493,780.87915,782.0879,797.3993,nan,nan,,,,,,,,,,
1729319906.0396564,,,,,,,-0.3692627,0.03942871,0.9362793,,,,,,,
1729319906.0398722,799.011,775.64105,784.5055,792.5641,nan,nan,,,,,,,,,,
1729319906.0400004,,,,,,,,,,,,,nan,263430260.0,nan,
1729319906.0437741,791.75824,776.4469,787.72894,794.57874,nan,nan,,,,,,,,,,
1729319906.0476761,783.2967,782.49084,796.99634,795.78754,nan,nan,,,,,,,,,,
1729319906.0502355,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.0515780,785.31134,787.72894,793.7729,793.36993,nan,nan,,,,,,,,,,
1729319906.0554802,786.52014,786.52014,795.78754,794.57874,nan,nan,,,,,,,,,,
1729319906.0556104,,,,,,,,,,,,,nan,263400430.0,nan,
1729319906.0581791,,,,,,,-0.3711548,0.04284668,0.9338379,,,,,,,
1729319906.0593822,803.0403,785.7143,781.28204,796.99634,nan,nan,,,,,,,,,,
1729319906.0632842,802.6374,780.07324,782.49084,799.81683,nan,nan,,,,,,,,,,
1729319906.0671861,795.78754,786.1172,794.17584,801.02563,nan,nan,,,,,,,,,,
1729319906.0710881,785.7143,784.10254,792.5641,790.9524,nan,nan,,,,,,,,,,
1729319906.0712206,,,,,,,,,,,,,nan,263447180.0,nan,
1729319906.0749900,803.44324,789.7436,790.54944,795.78754,nan,nan,,,,,,,,,,
1729319906.0767019,,,,,,,-0.37164307,0.042297363,0.93218994,,,,,,,
1729319906.0788922,811.9048,795.38464,792.1612,798.20514,nan,nan,,,,,,,,,,
1729319906.0827942,813.5165,794.17584,792.1612,798.60803,nan,nan,,,,,,,,,,
1729319906.0835369,,,,,,,,,,,,,,,,-7.9701147
1729319906.0852456,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.0866961,799.41394,784.90845,788.93774,795.78754,nan,nan,,,,,,,,,,
1729319906.0868309,,,,,,,,,,,,,nan,263432670.0,nan,
1729319906.0905981,791.3553,788.93774,792.1612,797.3993,nan,nan,,,,,,,,,,
1729319906.0945001,806.26373,798.60803,788.5348,802.6374,nan,nan,,,,,,,,,,
1729319906.0952244,,,,,,,-0.3696289,0.04144287,0.9369507,,,,,,,
1729319906.0984023,810.293,801.8315,780.07324,796.5934,nan,nan,,,,,,,,,,
1729319906.1023042,810.293,802.6374,783.69965,796.99634,nan,nan,,,,,,,,,,
1729319906.1024411,,,,,,,,,,,,,nan,263440740.0,nan,
1729319906.1062062,796.5934,799.81683,787.326,796.5934,nan,nan,,,,,,,,,,
1729319906.1101081,784.10254,797.3993,788.1319,792.1612,nan,nan,,,,,,,,,,
1729319906.1137471,,,,,,,-0.3651123,0.03942871,0.9345093,,,,,,,
1729319906.1140101,796.99634,793.7729,793.36993,797.8022,nan,nan,,,,,,,,,,
1729319906.1179121,799.81683,790.9524,789.34064,796.1905,nan,nan,,,,,,,,,,
1729319906.1180513,,,,,,,,,,,,,nan,263403660.0,nan,
1729319906.1202559,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.1218143,797.8022,792.1612,784.90845,794.57874,nan,nan,,,,,,,,,,
1729319906.1257162,785.31134,791.3553,786.1172,792.5641,nan,nan,,,,,,,,,,
1729319906.1296182,779.2674,796.99634,791.3553,793.36993,nan,nan,,,,,,,,,,
1729319906.1322699,,,,,,,-0.36724854,0.043151855,0.93096924,,,,,,,
1729319906.1335201,795.78754,794.9817,790.9524,801.02563,nan,nan,,,,,,,,,,
1729319906.1336613,,,,,,,,,,,,,nan,263429460.0,nan,
1729319906.1374221,801.8315,785.7143,790.14655,801.8315,nan,nan,,,,,,,,,,
1729319906.1413240,797.3993,786.9231,792.5641,798.60803,nan,nan,,,,,,,,,,
1729319906.1452262,786.52014,790.54944,788.93774,791.3553,nan,nan,,,,,,,,,,
1729319906.1488442,,,,,,,,,,,,,,,,-7.9701147
1729319906.1491282,778.0586,792.5641,783.2967,793.7729,nan,nan,,,,,,,,,,
1729319906.1492715,,,,,,,,,,,,,nan,263436700.0,nan,
1729319906.1507924,,,,,,,-0.36712646,0.0423584,0.92993164,,,,,,,
1729319906.1530302,789.7436,787.72894,785.7143,798.60803,nan,nan,,,,,,,,,,
1729319906.1552660,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319906.1569321,799.41394,784.5055,794.17584,802.6374,nan,nan,,,,,,,,,,
1729319906.1608341,798.60803,787.72894,799.81683,803.0403,nan,nan,,,,,,,,,,
1729319906.1647363,794.17584,790.9524,801.4286,797.8022,nan,nan,,,,,,,,,,
1729319906.1648817,,,,,,,,,,,,,nan,263472160.0,nan,
1729319906.1686382,782.8938,799.011,798.20514,797.3993,nan,nan,,,,,,,,,,
1729319906.1693151,,,,,,,-0.36810303,0.03717041,0.93078613,,,,,,,
1729319906.1725402,790.54944,799.81683,791.75824,803.8461,nan,nan,,,,,,,,,,
1729319906.1764421,800.2198,794.9817,793.36993,811.0989,nan,nan,,,,,,,,,,
1729319906.1803441,793.36993,791.75824,795.38464,802.23444,nan,nan,,,,,,,,,,
1729319906.1804919,,,,,,,,,,,,,nan,263453630.0,nan,
1729319906.1842461,785.31134,792.96704,792.96704,797.8022,nan,nan,,,,,,,,,,
1729319906.1878378,,,,,,,-0.36950684,0.043273926,0.9283447,,,,,,,
1729319906.1881483,782.49084,788.5348,798.60803,803.8461,nan,nan,,,,,,,,,,
1729319906.1902764,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.1920502,796.5934,790.54944,802.6374,810.293,nan,nan,,,,,,,,,,
1729319906.1959522,810.696,800.2198,798.60803,821.5751,nan,nan,,,,,,,,,,
1729319906.1961021,,,,,,,,,,,,,nan,263440740.0,nan,
1729319906.1998541,810.293,798.60803,798.20514,825.6044,nan,nan,,,,,,,,,,
1729319906.2037561,799.011,795.78754,799.81683,813.5165,nan,nan,,,,,,,,,,
1729319906.2063606,,,,,,,-0.36663818,0.043945312,0.93170166,,,,,,,
1729319906.2076581,786.1172,790.9524,796.1905,809.0842,nan,nan,,,,,,,,,,
1729319906.2115602,793.7729,794.57874,791.75824,805.05493,nan,nan,,,,,,,,,,
1729319906.2117124,,,,,,,,,,,,,nan,263485860.0,nan,
1729319906.2141516,,,,,,,,,,,,,,,,-7.9207253
1729319906.2154622,806.26373,799.011,794.9817,795.78754,nan,nan,,,,,,,,,,
1729319906.2193642,797.3993,787.326,790.14655,797.8022,nan,nan,,,,,,,,,,
1729319906.2232661,786.52014,782.0879,781.28204,789.7436,nan,nan,,,,,,,,,,
1729319906.2248831,,,,,,,-0.36639404,0.03869629,0.93408203,,,,,,,
1729319906.2252867,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.2271681,779.2674,786.9231,784.10254,784.10254,nan,nan,,,,,,,,,,
1729319906.2273223,,,,,,,,,,,,,nan,263495540.0,nan,
1729319906.2310703,781.28204,790.9524,790.9524,788.93774,nan,nan,,,,,,,,,,
1729319906.2349722,782.8938,790.54944,784.10254,794.57874,nan,nan,,,,,,,,,,
1729319906.2388742,784.90845,789.34064,778.0586,797.3993,nan,nan,,,,,,,,,,
1729319906.2427762,788.5348,786.1172,788.1319,792.5641,nan,nan,,,,,,,,,,
1729319906.2429326,,,,,,,,,,,,,nan,263457650.0,nan,
1729319906.2434058,,,,,,,-0.3657837,0.04095459,0.9286499,,,,,,,
1729319906.2466781,772.01465,781.28204,786.52014,783.2967,nan,nan,,,,,,,,,,
1729319906.2505801,771.2088,784.5055,782.49084,784.90845,nan,nan,,,,,,,,,,
1729319906.2544823,788.5348,789.7436,790.54944,792.5641,nan,nan,,,,,,,,,,
1729319906.2583842,786.52014,786.52014,792.1612,796.99634,nan,nan,,,,,,,,,,
1729319906.2585428,,,,,,,,,,,,,nan,263473780.0,nan,
1729319906.2602968,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.2619286,,,,,,,-0.3704834,0.04321289,0.9366455,,,,,,,
1729319906.2622862,774.0293,781.685,787.72894,792.1612,nan,nan,,,,,,,,,,
1729319906.2661881,763.5531,775.64105,786.52014,784.5055,nan,nan,,,,,,,,,,
1729319906.2700901,767.5824,774.43225,790.9524,777.25275,nan,nan,,,,,,,,,,
1729319906.2739921,788.5348,783.69965,795.38464,785.31134,nan,nan,,,,,,,,,,
1729319906.2741530,,,,,,,,,,,,,nan,263472160.0,nan,
1729319906.2778943,799.011,788.1319,793.36993,799.41394,nan,nan,,,,,,,,,,
1729319906.2794590,,,,,,,,,,,,,,,,-8.019623
1729319906.2804513,,,,,,,-0.36779785,0.05029297,0.92785645,,,,,,,
1729319906.2817962,791.75824,788.1319,786.9231,796.1905,nan,nan,,,,,,,,,,
1729319906.2856982,776.04395,783.69965,784.90845,790.54944,nan,nan,,,,,,,,,,
1729319906.2896001,761.13556,776.8498,786.1172,786.52014,nan,nan,,,,,,,,,,
1729319906.2897632,,,,,,,,,,,,,nan,263487470.0,nan,
1729319906.2935021,763.95605,779.2674,784.10254,786.52014,nan,nan,,,,,,,,,,
1729319906.2953072,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.2974043,771.6117,779.67035,781.685,788.93774,nan,nan,,,,,,,,,,
1729319906.2989738,,,,,,,-0.37249756,0.039855957,0.9371948,,,,,,,
1729319906.3013062,775.2381,778.0586,779.67035,783.69965,nan,nan,,,,,,,,,,
1729319906.3052082,771.6117,778.0586,781.28204,776.04395,nan,nan,,,,,,,,,,
1729319906.3053732,,,,,,,,,,,,,nan,263504400.0,nan,
1729319906.3091102,764.7619,780.4762,790.54944,775.2381,nan,nan,,,,,,,,,,
1729319906.3130121,778.86444,779.67035,789.34064,779.2674,nan,nan,,,,,,,,,,
1729319906.3169141,789.34064,777.25275,782.0879,784.10254,nan,nan,,,,,,,,,,
1729319906.3174965,,,,,,,-0.36987305,0.03479004,0.93395996,,,,,,,
1729319906.3208163,793.36993,782.0879,789.34064,784.10254,nan,nan,,,,,,,,,,
1729319906.3209834,,,,,,,,,,,,,nan,263518900.0,nan,
1729319906.3247182,780.07324,783.2967,789.7436,780.4762,nan,nan,,,,,,,,,,
1729319906.3286202,763.1502,784.90845,795.38464,781.685,nan,nan,,,,,,,,,,
1729319906.3303173,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.3325222,779.67035,786.1172,802.6374,785.7143,nan,nan,,,,,,,,,,
1729319906.3360193,,,,,,,-0.36669922,0.043762207,0.9328613,,,,,,,
1729319906.3364241,790.9524,779.2674,796.5934,786.9231,nan,nan,,,,,,,,,,
1729319906.3365936,,,,,,,,,,,,,nan,263519710.0,nan,
1729319906.3403261,791.75824,776.8498,798.20514,790.14655,nan,nan,,,,,,,,,,
1729319906.3442283,793.7729,782.0879,799.011,798.60803,nan,nan,,,,,,,,,,
1729319906.3447661,,,,,,,,,,,,,,,,-7.9701147
1729319906.3481302,780.87915,792.96704,797.3993,794.9817,nan,nan,,,,,,,,,,
1729319906.3520322,784.90845,797.3993,794.17584,796.1905,nan,nan,,,,,,,,,,
1729319906.3522038,,,,,,,,,,,,,nan,263506000.0,nan,
1729319906.3545418,,,,,,,-0.3624878,0.047180176,0.9346924,,,,,,,
1729319906.3559341,797.8022,790.14655,786.1172,802.23444,nan,nan,,,,,,,,,,
1729319906.3598361,799.41394,781.28204,779.67035,803.0403,nan,nan,,,,,,,,,,
1729319906.3637383,791.75824,773.6264,779.67035,800.6227,nan,nan,,,,,,,,,,
1729319906.3653276,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.3676403,773.22345,776.4469,785.7143,797.3993,nan,nan,,,,,,,,,,
1729319906.3678141,,,,,,,,,,,,,nan,263543070.0,nan,
1729319906.3715422,782.8938,790.9524,791.75824,801.02563,nan,nan,,,,,,,,,,
1729319906.3730645,,,,,,,-0.35858154,0.04675293,0.9307251,,,,,,,
1729319906.3754442,799.41394,796.1905,787.326,802.6374,nan,nan,,,,,,,,,,
1729319906.3793461,796.1905,792.96704,787.326,798.20514,nan,nan,,,,,,,,,,
1729319906.3832481,794.9817,789.7436,791.3553,796.5934,nan,nan,,,,,,,,,,
1729319906.3834243,,,,,,,,,,,,,nan,263505200.0,nan,
1729319906.3871503,785.7143,788.93774,794.57874,792.96704,nan,nan,,,,,,,,,,
1729319906.3910522,786.9231,793.7729,794.9817,794.9817,nan,nan,,,,,,,,,,
1729319906.3915873,,,,,,,-0.36273193,0.047607422,0.9361572,,,,,,,
1729319906.3949542,802.23444,794.9817,796.1905,799.011,nan,nan,,,,,,,,,,
1729319906.3988562,805.8608,798.20514,794.17584,798.60803,nan,nan,,,,,,,,,,
1729319906.3990343,,,,,,,,,,,,,nan,263570480.0,nan,
1729319906.4003379,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.4027581,797.3993,798.60803,789.34064,794.9817,nan,nan,,,,,,,,,,
1729319906.4066601,783.2967,793.7729,791.3553,791.3553,nan,nan,,,,,,,,,,
1729319906.4100735,,,,,,,,,,,,,,,,-7.9701147
1729319906.4101100,,,,,,,-0.3656006,0.048706055,0.94226074,,,,,,,
1729319906.4105623,789.34064,790.9524,795.78754,792.1612,nan,nan,,,,,,,,,,
1729319906.4144642,802.23444,791.3553,792.5641,795.78754,nan,nan,,,,,,,,,,
1729319906.4146445,,,,,,,,,,,,,nan,263542270.0,nan,
1729319906.4183662,802.23444,788.5348,785.31134,801.02563,nan,nan,,,,,,,,,,
1729319906.4222682,800.6227,788.1319,786.9231,801.4286,nan,nan,,,,,,,,,,
1729319906.4261701,790.9524,790.14655,793.36993,798.60803,nan,nan,,,,,,,,,,
1729319906.4286325,,,,,,,-0.36712646,0.045715332,0.9397583,,,,,,,
1729319906.4300723,788.93774,788.5348,789.34064,805.8608,nan,nan,,,,,,,,,,
1729319906.4302547,,,,,,,,,,,,,nan,263556780.0,nan,
1729319906.4339743,804.2491,790.54944,786.1172,807.0696,nan,nan,,,,,,,,,,
1729319906.4353480,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.4378762,809.89014,796.5934,792.5641,805.8608,nan,nan,,,,,,,,,,
1729319906.4417782,811.50183,799.41394,796.5934,810.293,nan,nan,,,,,,,,,,
1729319906.4456801,801.8315,793.36993,793.7729,802.6374,nan,nan,,,,,,,,,,
1729319906.4458649,,,,,,,,,,,,,nan,263614800.0,nan,
1729319906.4471552,,,,,,,-0.3687744,0.048034668,0.93634033,,,,,,,
1729319906.4495821,794.57874,794.17584,789.7436,801.4286,nan,nan,,,,,,,,,,
1729319906.4534843,808.68134,794.17584,788.5348,810.293,nan,nan,,,,,,,,,,
1729319906.4573863,808.2784,789.7436,784.90845,805.4579,nan,nan,,,,,,,,,,
1729319906.4612882,793.7729,783.69965,779.67035,792.5641,nan,nan,,,,,,,,,,
1729319906.4614751,,,,,,,,,,,,,nan,263551140.0,nan,
1729319906.4651902,780.4762,778.0586,778.86444,785.7143,nan,nan,,,,,,,,,,
1729319906.4656780,,,,,,,-0.36883545,0.04284668,0.93463135,,,,,,,
1729319906.4690921,775.2381,780.87915,778.46155,785.7143,nan,nan,,,,,,,,,,
1729319906.4703584,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.4729941,790.54944,781.685,783.2967,794.57874,nan,nan,,,,,,,,,,
1729319906.4753809,,,,,,,,,,,,,,,,-7.9207253
1729319906.4768963,799.011,780.4762,786.9231,799.41394,nan,nan,,,,,,,,,,
1729319906.4770851,,,,,,,,,,,,,nan,263578530.0,nan,
1729319906.4807982,798.60803,788.1319,782.8938,796.99634,nan,nan,,,,,,,,,,
1729319906.4842007,,,,,,,-0.36724854,0.045410156,0.932251,,,,,,,
1729319906.4847002,794.57874,790.14655,784.5055,801.8315,nan,nan,,,,,,,,,,
1729319906.4886022,786.52014,784.90845,786.52014,802.6374,nan,nan,,,,,,,,,,
1729319906.4925041,798.20514,784.90845,782.49084,799.81683,nan,nan,,,,,,,,,,
1729319906.4926953,,,,,,,,,,,,,nan,263518900.0,nan,
1729319906.4964061,807.8755,785.31134,782.49084,808.2784,nan,nan,,,,,,,,,,
1729319906.5003083,809.4872,783.69965,781.28204,812.3077,nan,nan,,,,,,,,,,
1729319906.5027232,,,,,,,-0.36730957,0.04815674,0.9310913,,,,,,,
1729319906.5042102,799.011,778.0586,780.4762,801.8315,nan,nan,,,,,,,,,,
1729319906.5053685,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.5081122,786.9231,780.87915,782.8938,792.5641,nan,nan,,,,,,,,,,
1729319906.5083055,,,,,,,,,,,,,nan,263485860.0,nan,
1729319906.5120142,798.60803,792.5641,781.685,799.011,nan,nan,,,,,,,,,,
1729319906.5159161,804.65204,788.93774,777.25275,801.8315,nan,nan,,,,,,,,,,
1729319906.5198183,804.2491,784.90845,778.46155,796.5934,nan,nan,,,,,,,,,,
1729319906.5212460,,,,,,,-0.3661499,0.05029297,0.92962646,,,,,,,
1729319906.5237203,799.41394,786.9231,783.69965,793.36993,nan,nan,,,,,,,,,,
1729319906.5239158,,,,,,,,,,,,,nan,263497950.0,nan,
1729319906.5276222,782.8938,785.31134,786.9231,787.326,nan,nan,,,,,,,,,,
1729319906.5315242,790.14655,786.52014,786.52014,792.1612,nan,nan,,,,,,,,,,
1729319906.5354261,799.41394,788.5348,781.28204,801.4286,nan,nan,,,,,,,,,,
1729319906.5393281,794.57874,783.69965,782.0879,799.81683,nan,nan,,,,,,,,,,
1729319906.5395260,,,,,,,,,,,,,nan,263454430.0,nan,
1729319906.5397687,,,,,,,-0.36132812,0.047424316,0.9361572,,,,,,,
1729319906.5403788,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.5406883,,,,,,,,,,,,,,,,-8.019623
1729319906.5432303,794.57874,780.87915,786.9231,797.8022,nan,nan,,,,,,,,,,
1729319906.5471323,788.93774,785.31134,789.7436,795.78754,nan,nan,,,,,,,,,,
1729319906.5510342,795.78754,788.5348,794.57874,795.78754,nan,nan,,,,,,,,,,
1729319906.5549362,811.9048,793.36993,792.96704,803.0403,nan,nan,,,,,,,,,,
1729319906.5551362,,,,,,,,,,,,,nan,263477000.0,nan,
1729319906.5582912,,,,,,,-0.37023926,0.038085938,0.93725586,,,,,,,
1729319906.5588381,811.9048,801.02563,788.1319,812.71063,nan,nan,,,,,,,,,,
1729319906.5627401,803.44324,799.011,787.72894,813.5165,nan,nan,,,,,,,,,,
1729319906.5666423,786.1172,786.9231,786.1172,803.8461,nan,nan,,,,,,,,,,
1729319906.5705442,786.52014,786.1172,785.7143,794.57874,nan,nan,,,,,,,,,,
1729319906.5707462,,,,,,,,,,,,,nan,263400430.0,nan,
1729319906.5744462,794.57874,789.7436,788.1319,792.1612,nan,nan,,,,,,,,,,
1729319906.5753891,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.5768139,,,,,,,-0.36932373,0.039916992,0.93310547,,,,,,,
1729319906.5783482,794.57874,783.69965,786.1172,794.9817,nan,nan,,,,,,,,,,
1729319906.5822501,794.57874,779.67035,787.72894,799.81683,nan,nan,,,,,,,,,,
1729319906.5861523,779.67035,787.326,781.685,802.23444,nan,nan,,,,,,,,,,
1729319906.5863564,,,,,,,,,,,,,nan,263407700.0,nan,
1729319906.5900543,778.46155,796.5934,784.10254,798.60803,nan,nan,,,,,,,,,,
1729319906.5939562,789.7436,792.5641,786.1172,799.41394,nan,nan,,,,,,,,,,
1729319906.5953367,,,,,,,-0.36779785,0.04272461,0.93133545,,,,,,,
1729319906.5978582,783.69965,784.5055,781.28204,790.54944,nan,nan,,,,,,,,,,
1729319906.6017601,778.0586,784.5055,783.69965,779.2674,nan,nan,,,,,,,,,,
1729319906.6019666,,,,,,,,,,,,,nan,263397220.0,nan,
1729319906.6056621,769.19415,785.31134,784.90845,780.4762,nan,nan,,,,,,,,,,
1729319906.6059957,,,,,,,,,,,,,,,,-7.8714542
1729319906.6095643,766.3736,783.2967,782.0879,782.49084,nan,nan,,,,,,,,,,
1729319906.6103992,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.6134663,788.5348,786.9231,783.2967,792.1612,nan,nan,,,,,,,,,,
1729319906.6138594,,,,,,,-0.36950684,0.043640137,0.92510986,,,,,,,
1729319906.6173682,806.26373,792.5641,786.9231,801.02563,nan,nan,,,,,,,,,,
1729319906.6175768,,,,,,,,,,,,,nan,263408500.0,nan,
1729319906.6212702,807.0696,799.011,783.2967,804.65204,nan,nan,,,,,,,,,,
1729319906.6251721,798.60803,797.3993,778.46155,803.44324,nan,nan,,,,,,,,,,
1729319906.6290741,788.93774,791.75824,780.07324,796.5934,nan,nan,,,,,,,,,,
1729319906.6323819,,,,,,,-0.36505127,0.044128418,0.9269409,,,,,,,
1729319906.6329763,801.02563,796.5934,779.67035,800.2198,nan,nan,,,,,,,,,,
1729319906.6331871,,,,,,,,,,,,,nan,263369820.0,nan,
1729319906.6368783,810.293,799.81683,780.4762,805.05493,nan,nan,,,,,,,,,,
1729319906.6407802,810.293,794.57874,780.4762,799.41394,nan,nan,,,,,,,,,,
1729319906.6446822,801.02563,785.31134,780.07324,796.99634,nan,nan,,,,,,,,,,
1729319906.6454096,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.6485841,788.1319,784.10254,776.4469,792.96704,nan,nan,,,,,,,,,,
1729319906.6487973,,,,,,,,,,,,,nan,263380290.0,nan,
1729319906.6509047,,,,,,,-0.36773682,0.044555664,0.93151855,,,,,,,
1729319906.6524863,800.6227,788.5348,767.98535,799.81683,nan,nan,,,,,,,,,,
1729319906.6563883,806.26373,782.0879,770.0,809.0842,nan,nan,,,,,,,,,,
1729319906.6602902,802.23444,779.2674,776.4469,799.81683,nan,nan,,,,,,,,,,
1729319906.6641922,792.96704,781.685,778.0586,797.3993,nan,nan,,,,,,,,,,
1729319906.6644073,,,,,,,,,,,,,nan,263364180.0,nan,
1729319906.6680942,785.31134,783.2967,776.4469,796.99634,nan,nan,,,,,,,,,,
1729319906.6694274,,,,,,,-0.36437988,0.04864502,0.9362793,,,,,,,
1729319906.6713030,,,,,,,,,,,,,,,,-8.168865
1729319906.6719961,803.44324,791.75824,778.46155,804.2491,nan,nan,,,,,,,,,,
1729319906.6758983,812.71063,786.9231,779.67035,814.7253,nan,nan,,,,,,,,,,
1729319906.6798003,799.011,778.46155,773.6264,807.47253,nan,nan,,,,,,,,,,
1729319906.6800175,,,,,,,,,,,,,nan,263368210.0,nan,
1729319906.6804197,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319906.6837022,787.72894,781.28204,768.7912,794.17584,nan,nan,,,,,,,,,,
1729319906.6876042,772.8205,780.87915,767.5824,786.1172,nan,nan,,,,,,,,,,
1729319906.6879501,,,,,,,-0.36444092,0.048950195,0.9354248,,,,,,,
