timestamps,eeg_1,eeg_2,eeg_3,eeg_4,eeg_5,eeg_6,acc_1,acc_2,acc_3,drlref_1,drlref_2,note,ppg_1,ppg_2,ppg_3,thermistor
1729319927.2854486,,,,,,,,,,,,,nan,263261020.0,nan,
1729319927.2862647,780.87915,779.67035,770.0,777.6557,nan,nan,,,,,,,,,,
1729319927.2901669,784.10254,784.90845,780.4762,795.78754,nan,nan,,,,,,,,,,
1729319927.2940688,787.72894,784.10254,782.0879,799.011,nan,nan,,,,,,,,,,
1729319927.2979708,791.3553,777.6557,780.87915,792.96704,nan,nan,,,,,,,,,,
1729319927.3010588,,,,,,,,,,,,,nan,263278750.0,nan,
1729319927.3014522,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319927.3018727,793.36993,782.8938,780.87915,794.9817,nan,nan,,,,,,,,,,
1729319927.3036871,,,,,,,-0.510437,0.015563965,0.86157227,,,,,,,
1729319927.3057747,776.04395,782.49084,780.07324,787.72894,nan,nan,,,,,,,,,,
1729319927.3084326,,,,,,,,,,,,,,,,-7.724343
1729319927.3096766,770.80585,776.4469,782.49084,780.07324,nan,nan,,,,,,,,,,
1729319927.3135788,795.78754,778.46155,783.2967,788.1319,nan,nan,,,,,,,,,,
1729319927.3166687,,,,,,,,,,,,,nan,263253780.0,nan,
1729319927.3174808,807.8755,778.86444,778.0586,795.38464,nan,nan,,,,,,,,,,
1729319927.3213828,790.14655,774.0293,781.28204,796.5934,nan,nan,,,,,,,,,,
1729319927.3222098,,,,,,,-0.5101929,0.012878418,0.86328125,,,,,,,
1729319927.3252847,766.77655,774.43225,784.5055,783.2967,nan,nan,,,,,,,,,,
1729319927.3291867,766.3736,779.2674,780.87915,783.69965,nan,nan,,,,,,,,,,
1729319927.3322790,,,,,,,,,,,,,nan,263285200.0,nan,
1729319927.3330886,780.07324,781.28204,785.31134,793.7729,nan,nan,,,,,,,,,,
1729319927.3364623,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.3369908,792.5641,784.10254,788.93774,789.34064,nan,nan,,,,,,,,,,
1729319927.3407326,,,,,,,-0.5084839,0.016845703,0.8704834,,,,,,,
1729319927.3408928,790.9524,783.2967,782.8938,786.52014,nan,nan,,,,,,,,,,
1729319927.3447948,778.46155,783.69965,783.69965,786.1172,nan,nan,,,,,,,,,,
1729319927.3478892,,,,,,,,,,,,,nan,263259410.0,nan,
1729319927.3486967,777.6557,792.96704,789.7436,784.90845,nan,nan,,,,,,,,,,
1729319927.3525987,791.75824,794.9817,792.96704,785.31134,nan,nan,,,,,,,,,,
1729319927.3565009,788.5348,780.4762,790.9524,786.9231,nan,nan,,,,,,,,,,
1729319927.3592551,,,,,,,-0.5097656,0.015563965,0.8670654,,,,,,,
1729319927.3604028,781.685,776.04395,792.96704,788.93774,nan,nan,,,,,,,,,,
1729319927.3634994,,,,,,,,,,,,,nan,263278750.0,nan,
1729319927.3643048,774.43225,778.86444,791.3553,787.326,nan,nan,,,,,,,,,,
1729319927.3682067,771.2088,778.46155,785.7143,787.326,nan,nan,,,,,,,,,,
1729319927.3714726,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.3721087,793.36993,782.49084,782.0879,792.1612,nan,nan,,,,,,,,,,
1729319927.3737400,,,,,,,,,,,,,,,,-7.822301
1729319927.3760107,808.68134,789.34064,783.2967,791.3553,nan,nan,,,,,,,,,,
1729319927.3777778,,,,,,,-0.50671387,0.02166748,0.8600464,,,,,,,
1729319927.3791096,,,,,,,,,,,,,nan,263298100.0,nan,
1729319927.3799129,813.1135,795.78754,784.10254,799.41394,nan,nan,,,,,,,,,,
1729319927.3838148,793.36993,790.9524,778.86444,792.96704,nan,nan,,,,,,,,,,
1729319927.3877168,774.0293,786.9231,781.28204,782.0879,nan,nan,,,,,,,,,,
1729319927.3916187,786.1172,791.75824,780.87915,788.1319,nan,nan,,,,,,,,,,
1729319927.3947198,,,,,,,,,,,,,nan,263302130.0,nan,
1729319927.3955207,790.54944,792.96704,780.87915,794.9817,nan,nan,,,,,,,,,,
1729319927.3963006,,,,,,,-0.5076904,0.01928711,0.8591919,,,,,,,
1729319927.3994226,786.1172,786.52014,783.2967,788.1319,nan,nan,,,,,,,,,,
1729319927.4033248,781.28204,777.6557,784.5055,786.52014,nan,nan,,,,,,,,,,
1729319927.4064827,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.4072268,774.0293,778.86444,784.10254,779.2674,nan,nan,,,,,,,,,,
1729319927.4103298,,,,,,,,,,,,,nan,263296480.0,nan,
1729319927.4111288,790.14655,787.72894,787.72894,774.43225,nan,nan,,,,,,,,,,
1729319927.4148231,,,,,,,-0.5101929,0.020935059,0.85510254,,,,,,,
1729319927.4150307,803.8461,792.5641,786.1172,783.69965,nan,nan,,,,,,,,,,
1729319927.4189327,804.2491,791.3553,784.90845,786.52014,nan,nan,,,,,,,,,,
1729319927.4228349,797.3993,784.5055,784.5055,785.7143,nan,nan,,,,,,,,,,
1729319927.4259400,,,,,,,,,,,,,nan,263265860.0,nan,
1729319927.4267368,770.80585,785.7143,778.86444,784.5055,nan,nan,,,,,,,,,,
1729319927.4306388,779.2674,794.9817,780.87915,788.93774,nan,nan,,,,,,,,,,
1729319927.4333458,,,,,,,-0.51153564,0.013977051,0.8703613,,,,,,,
1729319927.4345407,800.6227,794.17584,784.90845,796.1905,nan,nan,,,,,,,,,,
1729319927.4384427,803.8461,792.5641,783.2967,791.75824,nan,nan,,,,,,,,,,
1729319927.4390473,,,,,,,,,,,,,,,,-7.7732635
1729319927.4414930,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.4415503,,,,,,,,,,,,,nan,263335970.0,nan,
1729319927.4423447,798.60803,794.9817,779.2674,791.3553,nan,nan,,,,,,,,,,
1729319927.4462469,783.69965,792.96704,776.8498,789.7436,nan,nan,,,,,,,,,,
1729319927.4501488,781.685,793.7729,776.4469,788.93774,nan,nan,,,,,,,,,,
1729319927.4518685,,,,,,,-0.5108032,0.01159668,0.8574219,,,,,,,
1729319927.4540508,791.3553,794.9817,776.4469,791.3553,nan,nan,,,,,,,,,,
1729319927.4571605,,,,,,,,,,,,,nan,263326300.0,nan,
1729319927.4579527,797.3993,794.9817,780.07324,792.1612,nan,nan,,,,,,,,,,
1729319927.4618547,803.44324,796.1905,790.14655,796.5934,nan,nan,,,,,,,,,,
1729319927.4657567,794.17584,795.38464,788.5348,785.7143,nan,nan,,,,,,,,,,
1729319927.4696589,788.5348,795.78754,783.69965,783.69965,nan,nan,,,,,,,,,,
1729319927.4703913,,,,,,,-0.5078125,0.017028809,0.864624,,,,,,,
1729319927.4727707,,,,,,,,,,,,,nan,263323890.0,nan,
1729319927.4735608,801.8315,799.41394,781.28204,795.78754,nan,nan,,,,,,,,,,
1729319927.4765034,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319927.4774628,803.0403,794.57874,777.25275,805.4579,nan,nan,,,,,,,,,,
1729319927.4813647,805.8608,793.7729,790.54944,815.9341,nan,nan,,,,,,,,,,
1729319927.4852667,806.26373,798.20514,799.011,805.05493,nan,nan,,,,,,,,,,
1729319927.4883807,,,,,,,,,,,,,nan,263353700.0,nan,
1729319927.4889138,,,,,,,-0.503479,0.01953125,0.857666,,,,,,,
1729319927.4891689,801.02563,801.8315,794.9817,788.93774,nan,nan,,,,,,,,,,
1729319927.4930708,815.5311,807.0696,791.75824,794.17584,nan,nan,,,,,,,,,,
1729319927.4969728,821.1722,812.3077,788.93774,799.011,nan,nan,,,,,,,,,,
1729319927.5008748,821.978,814.7253,787.72894,804.65204,nan,nan,,,,,,,,,,
1729319927.5039909,,,,,,,,,,,,,nan,263341620.0,nan,
1729319927.5043547,,,,,,,,,,,,,,,,-7.7732635
1729319927.5047767,813.1135,809.0842,788.5348,811.9048,nan,nan,,,,,,,,,,
1729319927.5074365,,,,,,,-0.50305176,0.01928711,0.8640747,,,,,,,
1729319927.5086787,799.41394,806.6667,790.9524,805.4579,nan,nan,,,,,,,,,,
1729319927.5115135,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319927.5125809,821.1722,807.8755,794.9817,817.1429,nan,nan,,,,,,,,,,
1729319927.5164828,833.2601,803.8461,797.8022,835.6777,nan,nan,,,,,,,,,,
1729319927.5196011,,,,,,,,,,,,,nan,263344830.0,nan,
1729319927.5203848,835.2747,802.6374,796.1905,836.8865,nan,nan,,,,,,,,,,
1729319927.5242867,830.84247,802.23444,795.78754,835.2747,nan,nan,,,,,,,,,,
1729319927.5259593,,,,,,,-0.5001831,0.01977539,0.8701782,,,,,,,
1729319927.5281887,821.1722,801.4286,796.5934,836.08057,nan,nan,,,,,,,,,,
1729319927.5320907,836.4835,801.8315,794.9817,841.31866,nan,nan,,,,,,,,,,
1729319927.5352113,,,,,,,,,,,,,nan,263373840.0,nan,
1729319927.5359929,848.97437,804.2491,792.5641,858.24176,nan,nan,,,,,,,,,,
1729319927.5398948,850.58606,803.8461,791.3553,862.27106,nan,nan,,,,,,,,,,
1729319927.5437968,839.304,793.36993,783.2967,853.8095,nan,nan,,,,,,,,,,
1729319927.5444820,,,,,,,-0.49993896,0.012451172,0.8720093,,,,,,,
1729319927.5465238,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.5476987,834.4689,792.1612,792.96704,856.63007,nan,nan,,,,,,,,,,
1729319927.5508215,,,,,,,,,,,,,nan,263400430.0,nan,
1729319927.5516007,861.8681,796.5934,808.2784,861.8681,nan,nan,,,,,,,,,,
1729319927.5555029,877.98535,800.2198,811.0989,868.315,nan,nan,,,,,,,,,,
1729319927.5594049,877.5824,802.23444,816.7399,873.5531,nan,nan,,,,,,,,,,
1729319927.5630045,,,,,,,-0.5053711,0.014221191,0.8696289,,,,,,,
1729319927.5633068,879.59705,804.2491,820.7692,879.19415,nan,nan,,,,,,,,,,
1729319927.5664318,,,,,,,,,,,,,nan,263382700.0,nan,
1729319927.5672088,871.53845,807.47253,818.3516,880.40295,nan,nan,,,,,,,,,,
1729319927.5696621,,,,,,,,,,,,,,,,-7.7732635
1729319927.5711107,879.19415,810.293,807.47253,883.22345,nan,nan,,,,,,,,,,
1729319927.5750127,900.54944,811.50183,802.6374,893.69965,nan,nan,,,,,,,,,,
1729319927.5789149,907.8022,805.8608,811.0989,900.54944,nan,nan,,,,,,,,,,
1729319927.5815272,,,,,,,-0.5028076,0.015380859,0.8623047,,,,,,,
1729319927.5815339,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.5820417,,,,,,,,,,,,,nan,263377870.0,nan,
1729319927.5828168,890.4762,795.38464,806.26373,903.7729,nan,nan,,,,,,,,,,
1729319927.5867188,867.1062,793.7729,803.0403,901.75824,nan,nan,,,,,,,,,,
1729319927.5906208,877.1795,795.38464,807.47253,893.69965,nan,nan,,,,,,,,,,
1729319927.5945227,898.93774,798.60803,811.9048,902.1612,nan,nan,,,,,,,,,,
1729319927.5976520,,,,,,,,,,,,,nan,263376260.0,nan,
1729319927.5984247,904.17584,800.2198,816.7399,915.4579,nan,nan,,,,,,,,,,
1729319927.6000500,,,,,,,-0.5088501,0.011657715,0.8670044,,,,,,,
1729319927.6023269,906.1905,797.8022,821.1722,917.8755,nan,nan,,,,,,,,,,
1729319927.6062288,894.5055,790.9524,822.381,908.20514,nan,nan,,,,,,,,,,
1729319927.6101308,884.43225,788.93774,816.7399,899.34064,nan,nan,,,,,,,,,,
1729319927.6132622,,,,,,,,,,,,,nan,263350480.0,nan,
1729319927.6140327,898.93774,797.3993,806.26373,900.14655,nan,nan,,,,,,,,,,
1729319927.6165442,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.6179347,899.34064,800.6227,796.1905,904.17584,nan,nan,,,,,,,,,,
1729319927.6185725,,,,,,,-0.50598145,0.013305664,0.8656006,,,,,,,
1729319927.6218369,880.80585,793.7729,799.41394,911.8315,nan,nan,,,,,,,,,,
1729319927.6257389,861.06226,782.8938,807.8755,900.9524,nan,nan,,,,,,,,,,
1729319927.6288724,,,,,,,,,,,,,nan,263351280.0,nan,
1729319927.6296408,853.4066,792.1612,816.337,881.2088,nan,nan,,,,,,,,,,
1729319927.6335428,858.6447,801.4286,811.0989,878.7912,nan,nan,,,,,,,,,,
1729319927.6349695,,,,,,,,,,,,,,,,-7.5782685
1729319927.6370952,,,,,,,-0.5019531,0.018554688,0.86151123,,,,,,,
1729319927.6374447,861.4652,799.011,807.0696,882.8205,nan,nan,,,,,,,,,,
1729319927.6413467,859.45056,799.41394,815.12823,884.43225,nan,nan,,,,,,,,,,
1729319927.6444826,,,,,,,,,,,,,nan,263291650.0,nan,
1729319927.6452489,845.34796,798.20514,804.2491,875.9707,nan,nan,,,,,,,,,,
1729319927.6491508,846.55676,807.47253,800.2198,873.5531,nan,nan,,,,,,,,,,
1729319927.6515546,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.6530528,866.7033,811.50183,801.02563,877.5824,nan,nan,,,,,,,,,,
1729319927.6556180,,,,,,,-0.5036011,0.013793945,0.86395264,,,,,,,
1729319927.6569548,870.32965,806.26373,793.7729,870.32965,nan,nan,,,,,,,,,,
1729319927.6600926,,,,,,,,,,,,,nan,263270690.0,nan,
1729319927.6608567,867.9121,807.0696,796.1905,872.74725,nan,nan,,,,,,,,,,
1729319927.6647587,855.42126,796.1905,800.2198,875.9707,nan,nan,,,,,,,,,,
1729319927.6686609,844.5421,788.5348,796.99634,860.2564,nan,nan,,,,,,,,,,
1729319927.6725628,856.63007,797.3993,799.011,862.674,nan,nan,,,,,,,,,,
1729319927.6741407,,,,,,,-0.50097656,0.01739502,0.86779785,,,,,,,
1729319927.6757028,,,,,,,,,,,,,nan,263278750.0,nan,
1729319927.6764648,860.65936,802.23444,803.0403,867.9121,nan,nan,,,,,,,,,,
1729319927.6803668,859.45056,798.60803,802.23444,859.45056,nan,nan,,,,,,,,,,
1729319927.6842687,850.989,795.38464,802.6374,857.03296,nan,nan,,,,,,,,,,
1729319927.6865647,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.6881709,840.9158,787.326,796.5934,863.0769,nan,nan,,,,,,,,,,
1729319927.6913130,,,,,,,,,,,,,nan,263253780.0,nan,
1729319927.6920729,851.79486,786.9231,783.69965,873.5531,nan,nan,,,,,,,,,,
1729319927.6926632,,,,,,,-0.50408936,0.011352539,0.8659668,,,,,,,
1729319927.6959748,855.42126,792.5641,793.7729,861.8681,nan,nan,,,,,,,,,,
1729319927.6998768,849.3773,794.17584,801.02563,845.7509,nan,nan,,,,,,,,,,
1729319927.7002769,,,,,,,,,,,,,,,,-7.724343
1729319927.7037787,838.49817,800.6227,800.6227,840.10986,nan,nan,,,,,,,,,,
1729319927.7069232,,,,,,,,,,,,,nan,263240080.0,nan,
1729319927.7076807,815.5311,805.4579,803.44324,837.6923,nan,nan,,,,,,,,,,
1729319927.7111859,,,,,,,-0.50579834,0.014770508,0.86694336,,,,,,,
1729319927.7115829,820.3663,805.8608,799.41394,833.663,nan,nan,,,,,,,,,,
1729319927.7154849,826.0073,797.3993,784.90845,828.4249,nan,nan,,,,,,,,,,
1729319927.7193868,815.5311,792.1612,776.04395,828.8278,nan,nan,,,,,,,,,,
1729319927.7215750,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.7225335,,,,,,,,,,,,,nan,263223950.0,nan,
1729319927.7232888,806.6667,791.3553,781.28204,821.1722,nan,nan,,,,,,,,,,
1729319927.7271907,794.17584,789.7436,791.75824,804.65204,nan,nan,,,,,,,,,,
1729319927.7297087,,,,,,,-0.5038452,0.01940918,0.8678589,,,,,,,
1729319927.7310927,799.41394,788.5348,792.5641,809.89014,nan,nan,,,,,,,,,,
1729319927.7349949,811.0989,780.07324,782.0879,821.1722,nan,nan,,,,,,,,,,
1729319927.7381437,,,,,,,,,,,,,nan,263236050.0,nan,
1729319927.7388968,812.71063,778.0586,780.07324,816.7399,nan,nan,,,,,,,,,,
1729319927.7427988,801.4286,775.64105,785.7143,805.8608,nan,nan,,,,,,,,,,
1729319927.7467008,795.78754,774.83514,786.52014,803.44324,nan,nan,,,,,,,,,,
1729319927.7482314,,,,,,,-0.50115967,0.013671875,0.86083984,,,,,,,
1729319927.7506027,813.5165,784.90845,783.69965,819.15753,nan,nan,,,,,,,,,,
1729319927.7537537,,,,,,,,,,,,,nan,263229600.0,nan,
1729319927.7545049,820.7692,790.14655,785.7143,823.1868,nan,nan,,,,,,,,,,
1729319927.7565851,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.7584069,819.15753,788.93774,787.72894,811.50183,nan,nan,,,,,,,,,,
1729319927.7623088,820.3663,783.2967,788.5348,805.05493,nan,nan,,,,,,,,,,
1729319927.7655842,,,,,,,,,,,,,,,,-7.8714542
1729319927.7662108,801.4286,783.69965,792.1612,813.1135,nan,nan,,,,,,,,,,
1729319927.7667539,,,,,,,-0.5050049,0.011169434,0.862854,,,,,,,
1729319927.7693639,,,,,,,,,,,,,nan,263190910.0,nan,
1729319927.7701128,796.1905,790.14655,785.31134,814.7253,nan,nan,,,,,,,,,,
1729319927.7740147,811.0989,790.54944,785.31134,808.2784,nan,nan,,,,,,,,,,
1729319927.7779169,816.7399,793.7729,790.9524,814.7253,nan,nan,,,,,,,,,,
1729319927.7818189,818.7546,799.81683,798.20514,813.91943,nan,nan,,,,,,,,,,
1729319927.7849741,,,,,,,,,,,,,nan,263167550.0,nan,
1729319927.7852767,,,,,,,-0.50164795,0.020141602,0.86694336,,,,,,,
1729319927.7857208,811.50183,800.2198,801.02563,813.1135,nan,nan,,,,,,,,,,
1729319927.7896228,805.8608,794.57874,790.9524,813.5165,nan,nan,,,,,,,,,,
1729319927.7915955,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.7935247,812.71063,792.5641,784.90845,813.5165,nan,nan,,,,,,,,,,
1729319927.7974267,818.3516,790.9524,792.96704,818.3516,nan,nan,,,,,,,,,,
1729319927.8005843,,,,,,,,,,,,,nan,263128060.0,nan,
1729319927.8013289,815.12823,782.8938,788.93774,809.89014,nan,nan,,,,,,,,,,
1729319927.8037994,,,,,,,-0.5005493,0.023010254,0.8673096,,,,,,,
1729319927.8052309,805.05493,780.4762,782.8938,799.81683,nan,nan,,,,,,,,,,
1729319927.8091328,809.4872,787.72894,785.7143,805.4579,nan,nan,,,,,,,,,,
1729319927.8130348,823.9927,787.72894,790.9524,820.7692,nan,nan,,,,,,,,,,
1729319927.8161945,,,,,,,,,,,,,nan,263127250.0,nan,
1729319927.8169367,820.3663,787.326,791.75824,824.3956,nan,nan,,,,,,,,,,
1729319927.8208389,800.2198,788.5348,796.5934,812.71063,nan,nan,,,,,,,,,,
1729319927.8223219,,,,,,,-0.4970703,0.023132324,0.8678589,,,,,,,
1729319927.8247409,778.86444,778.46155,802.23444,808.68134,nan,nan,,,,,,,,,,
1729319927.8266056,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.8286428,778.86444,777.6557,804.2491,815.5311,nan,nan,,,,,,,,,,
1729319927.8308916,,,,,,,,,,,,,,,,-7.675537
1729319927.8318045,,,,,,,,,,,,,nan,263134510.0,nan,
1729319927.8325448,798.60803,783.2967,809.4872,826.4103,nan,nan,,,,,,,,,,
1729319927.8364468,804.65204,779.2674,807.47253,832.4542,nan,nan,,,,,,,,,,
1729319927.8403487,800.6227,770.0,807.0696,816.7399,nan,nan,,,,,,,,,,
1729319927.8408446,,,,,,,-0.5029907,0.018615723,0.8664551,,,,,,,
1729319927.8442509,788.5348,765.56775,807.8755,811.0989,nan,nan,,,,,,,,,,
1729319927.8474147,,,,,,,,,,,,,nan,263119200.0,nan,
1729319927.8481529,777.6557,768.3883,808.2784,820.3663,nan,nan,,,,,,,,,,
1729319927.8520548,794.57874,769.19415,818.7546,821.978,nan,nan,,,,,,,,,,
1729319927.8559568,797.8022,769.19415,828.8278,816.7399,nan,nan,,,,,,,,,,
1729319927.8593674,,,,,,,-0.5046997,0.013793945,0.8695679,,,,,,,
1729319927.8598588,788.1319,768.7912,827.619,809.0842,nan,nan,,,,,,,,,,
1729319927.8616159,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.8630250,,,,,,,,,,,,,nan,263108720.0,nan,
1729319927.8637607,782.0879,762.74725,812.3077,809.89014,nan,nan,,,,,,,,,,
1729319927.8676629,772.8205,765.56775,801.4286,812.3077,nan,nan,,,,,,,,,,
1729319927.8715649,781.685,772.4176,804.65204,807.8755,nan,nan,,,,,,,,,,
1729319927.8754668,788.1319,775.64105,809.89014,809.0842,nan,nan,,,,,,,,,,
1729319927.8778901,,,,,,,-0.49871826,0.019897461,0.8668823,,,,,,,
1729319927.8786352,,,,,,,,,,,,,nan,263122420.0,nan,
1729319927.8793688,788.1319,776.8498,810.293,810.696,nan,nan,,,,,,,,,,
1729319927.8832707,780.07324,771.6117,808.2784,813.1135,nan,nan,,,,,,,,,,
1729319927.8871727,765.9707,770.0,804.2491,815.9341,nan,nan,,,,,,,,,,
1729319927.8910749,784.5055,782.0879,809.0842,818.3516,nan,nan,,,,,,,,,,
1729319927.8942454,,,,,,,,,,,,,nan,263084540.0,nan,
1729319927.8949769,802.6374,786.1172,803.44324,814.7253,nan,nan,,,,,,,,,,
1729319927.8961987,,,,,,,,,,,,,,,,-7.7732635
1729319927.8964126,,,,,,,-0.50439453,0.014526367,0.86743164,,,,,,,
1729319927.8966262,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319927.8988788,795.78754,780.4762,794.57874,805.8608,nan,nan,,,,,,,,,,
1729319927.9027808,783.69965,775.2381,796.1905,802.6374,nan,nan,,,,,,,,,,
1729319927.9066827,772.8205,774.43225,788.1319,807.0696,nan,nan,,,,,,,,,,
1729319927.9098556,,,,,,,,,,,,,nan,263116780.0,nan,
1729319927.9105849,777.6557,775.64105,791.3553,814.3223,nan,nan,,,,,,,,,,
1729319927.9144869,786.9231,769.19415,791.75824,809.0842,nan,nan,,,,,,,,,,
1729319927.9149354,,,,,,,-0.50445557,0.021118164,0.86328125,,,,,,,
1729319927.9183888,790.14655,762.74725,785.31134,802.23444,nan,nan,,,,,,,,,,
1729319927.9222908,791.75824,765.9707,792.96704,803.0403,nan,nan,,,,,,,,,,
1729319927.9254656,,,,,,,,,,,,,nan,263070850.0,nan,
1729319927.9261928,781.685,775.64105,801.02563,803.8461,nan,nan,,,,,,,,,,
1729319927.9300947,788.93774,786.52014,811.50183,808.68134,nan,nan,,,,,,,,,,
1729319927.9316363,,,,,,,,,,1580293.0,1582710.6,,,,,
1729319927.9334581,,,,,,,-0.506897,0.017028809,0.8666382,,,,,,,
1729319927.9339969,805.8608,786.1172,809.0842,813.91943,nan,nan,,,,,,,,,,
1729319927.9378989,796.1905,781.28204,798.20514,817.1429,nan,nan,,,,,,,,,,
1729319927.9410758,,,,,,,,,,,,,nan,263041020.0,nan,
1729319927.9418008,791.3553,788.1319,794.57874,812.3077,nan,nan,,,,,,,,,,
1729319927.9457028,774.43225,788.93774,792.5641,802.6374,nan,nan,,,,,,,,,,
1729319927.9496047,772.01465,786.1172,792.5641,800.2198,nan,nan,,,,,,,,,,
1729319927.9519808,,,,,,,-0.5029907,0.017456055,0.8648071,,,,,,,
1729319927.9535067,795.38464,785.7143,791.75824,805.05493,nan,nan,,,,,,,,,,
1729319927.9566860,,,,,,,,,,,,,nan,263074060.0,nan,
1729319927.9574089,799.011,783.69965,786.52014,805.05493,nan,nan,,,,,,,,,,
1729319927.9613109,792.5641,778.46155,779.2674,792.5641,nan,nan,,,,,,,,,,
1729319927.9615061,,,,,,,,,,,,,,,,-7.822301
1729319927.9652128,778.86444,778.86444,784.5055,791.75824,nan,nan,,,,,,,,,,
1729319927.9666467,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319927.9691148,779.2674,782.0879,792.5641,796.1905,nan,nan,,,,,,,,,,
1729319927.9705033,,,,,,,-0.50323486,0.015991211,0.8649292,,,,,,,
1729319927.9722962,,,,,,,,,,,,,nan,263089380.0,nan,
1729319927.9730167,794.17584,781.28204,789.7436,799.011,nan,nan,,,,,,,,,,
1729319927.9769189,798.60803,784.5055,788.93774,798.60803,nan,nan,,,,,,,,,,
1729319927.9808209,794.17584,786.9231,790.14655,798.60803,nan,nan,,,,,,,,,,
1729319927.9847229,781.28204,782.49084,786.9231,801.02563,nan,nan,,,,,,,,,,
1729319927.9879065,,,,,,,,,,,,,nan,263111940.0,nan,
1729319927.9886248,777.25275,787.72894,784.5055,803.44324,nan,nan,,,,,,,,,,
1729319927.9890261,,,,,,,-0.50250244,0.019104004,0.8658447,,,,,,,
1729319927.9925268,784.10254,786.9231,786.52014,799.81683,nan,nan,,,,,,,,,,
1729319927.9964287,790.54944,780.07324,787.326,799.41394,nan,nan,,,,,,,,,,
1729319928.0003309,790.9524,777.6557,787.326,802.23444,nan,nan,,,,,,,,,,
1729319928.0016568,,,,,,,,,,1581098.9,1583516.5,,,,,
1729319928.0035167,,,,,,,,,,,,,nan,263128060.0,nan,
1729319928.0042329,784.10254,778.0586,782.0879,804.2491,nan,nan,,,,,,,,,,
1729319928.0075488,,,,,,,-0.50512695,0.013916016,0.866272,,,,,,,
1729319928.0081348,775.64105,774.83514,782.49084,809.0842,nan,nan,,,,,,,,,,
1729319928.0120368,787.72894,775.2381,790.9524,806.6667,nan,nan,,,,,,,,,,
1729319928.0159388,805.05493,789.7436,801.4286,803.0403,nan,nan,,,,,,,,,,
1729319928.0191267,,,,,,,,,,,,,nan,263069230.0,nan,
1729319928.0198407,802.23444,796.5934,807.8755,808.68134,nan,nan,,,,,,,,,,
1729319928.0237429,786.9231,794.17584,797.3993,804.2491,nan,nan,,,,,,,,,,
1729319928.0260713,,,,,,,-0.50268555,0.016967773,0.8633423,,,,,,,
1729319928.0268135,,,,,,,,,,,,,,,,-7.822301
1729319928.0276449,781.685,796.1905,788.1319,803.8461,nan,nan,,,,,,,,,,
1729319928.0315468,795.78754,792.1612,788.1319,805.8608,nan,nan,,,,,,,,,,
1729319928.0347369,,,,,,,,,,,,,nan,263094200.0,nan,
1729319928.0354488,801.4286,786.1172,784.90845,804.2491,nan,nan,,,,,,,,,,
1729319928.0366671,,,,,,,,,,1580293.0,1583516.5,,,,,
1729319928.0393507,802.6374,787.72894,790.54944,809.89014,nan,nan,,,,,,,,,,
1729319928.0432529,794.17584,790.54944,800.6227,802.6374,nan,nan,,,,,,,,,,
1729319928.0445940,,,,,,,-0.5058594,0.015136719,0.86712646,,,,,,,
1729319928.0471549,778.86444,791.3553,796.1905,796.5934,nan,nan,,,,,,,,,,
1729319928.0503471,,,,,,,,,,,,,nan,263077300.0,nan,
1729319928.0510569,788.5348,792.1612,792.96704,806.26373,nan,nan,,,,,,,,,,
1729319928.0549588,798.20514,790.9524,789.7436,803.44324,nan,nan,,,,,,,,,,
1729319928.0588608,791.75824,787.326,781.28204,800.6227,nan,nan,,,,,,,,,,
1729319928.0627627,785.31134,786.52014,783.69965,799.011,nan,nan,,,,,,,,,,
1729319928.0631168,,,,,,,-0.5054321,0.017822266,0.8617554,,,,,,,
1729319928.0659573,,,,,,,,,,,,,nan,263082930.0,nan,
1729319928.0666649,777.6557,784.90845,790.9524,799.81683,nan,nan,,,,,,,,,,
1729319928.0705669,786.52014,784.10254,796.5934,807.8755,nan,nan,,,,,,,,,,
1729319928.0716774,,,,,,,,,,1581098.9,1582710.6,,,,,
1729319928.0744689,797.8022,790.14655,788.93774,805.8608,nan,nan,,,,,,,,,,
1729319928.0783708,799.011,791.3553,784.5055,800.6227,nan,nan,,,,,,,,,,
1729319928.0815675,,,,,,,,,,,,,nan,263090180.0,nan,
1729319928.0816395,,,,,,,-0.50146484,0.012084961,0.8612671,,,,,,,
1729319928.0822728,800.2198,793.36993,790.14655,793.7729,nan,nan,,,,,,,,,,
